uid	analysisDate	namedLocation	domainID	siteID	plotID	plotType	startDate	collectDate	sampleID	sampleCode	cnSampleID	cnSampleCode	sampleType	acidTreatment	co2Trapped	d15N	organicd13C	nitrogenPercent	organicCPercent	CNratio	cnIsotopeQF	cnPercentQF	isotopeAccuracyQF	percentAccuracyQF	analyticalRepNumber	remarks	laboratoryName	testMethod	instrument	analyzedBy	reviewedBy	dataQF	publicationDate	release
e2d1d674-f0e4-477d-a26b-8c5c72de1295	2018-01-22T00:00:00Z	TOOL_005.basePlot.bgc	D18	TOOL	TOOL_005	distributed	2017-07-21T20:06:00Z	2017-07-21T20:06:00Z	TOOL_005-M-4.5-20.5-20170721	NA	TOOL_005-M-4.5-20.5-20170721-CN	NA	soil	N	NA	3.2	-27.7	0.13	3.1	23.7	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
4fecd953-558a-489d-a0d3-ddf171201295	2018-01-22T00:00:00Z	TOOL_006.basePlot.bgc	D18	TOOL	TOOL_006	distributed	2017-07-21T20:18:00Z	2017-07-21T20:18:00Z	TOOL_006-M-34-17.5-20170721	NA	TOOL_006-M-34-17.5-20170721-CN	NA	soil	N	NA	1.3	-26.4	0.37	6.4	17.1	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
1ee6b15a-e57f-40f7-acab-bb88c439b64b	2018-02-07T00:00:00Z	TOOL_006.basePlot.bgc	D18	TOOL	TOOL_006	distributed	2017-07-21T21:05:00Z	2017-07-21T21:05:00Z	TOOL_006-O-11.5-5.5-20170721	NA	TOOL_006-O-11.5-5.5-20170721-CN	NA	soil	N	NA	1.4	-25.5	1.63	32.84	20.2	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
f0052e29-8fdb-48d2-84f0-8e9a267149c6	2018-02-07T00:00:00Z	TOOL_002.basePlot.bgc	D18	TOOL	TOOL_002	distributed	2017-07-21T23:02:00Z	2017-07-21T23:02:00Z	TOOL_002-O-9.5-21.5-20170721	NA	TOOL_002-O-9.5-21.5-20170721-CN	NA	soil	N	NA	3.2	-26.5	2.28	40.43	17.8	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
085d9b97-43e4-4cfd-8d23-b7fcdd0c7601	2018-02-07T00:00:00Z	TOOL_001.basePlot.bgc	D18	TOOL	TOOL_001	distributed	2017-07-21T23:05:00Z	2017-07-21T23:05:00Z	TOOL_001-O-7-18-20170721	NA	TOOL_001-O-7-18-20170721-CN	NA	soil	N	NA	1.5	-26.1	1.29	31.22	24.3	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
60bf8dc8-777d-44a4-ae07-1a75ccb05b5e	2018-01-22T00:00:00Z	TOOL_001.basePlot.bgc	D18	TOOL	TOOL_001	distributed	2017-07-21T23:31:00Z	2017-07-21T23:31:00Z	TOOL_001-M-7-18-20170721	NA	TOOL_001-M-7-18-20170721-CN	NA	soil	N	NA	1.4	-27.2	1.27	29.65	23.3	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
15fa5d4a-d82d-4f5d-8070-4c547c18614b	2018-01-22T00:00:00Z	TOOL_002.basePlot.bgc	D18	TOOL	TOOL_002	distributed	2017-07-21T23:37:00Z	2017-07-21T23:37:00Z	TOOL_002-M-9.5-21.5-20170721	NA	TOOL_002-M-9.5-21.5-20170721-CN	NA	soil	N	NA	3	-27.2	0.29	5.34	18.7	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
dd200152-0fbc-4031-8056-2614fdc3d7c3	2018-02-07T00:00:00Z	TOOL_001.basePlot.bgc	D18	TOOL	TOOL_001	distributed	2017-07-21T23:52:00Z	2017-07-21T23:52:00Z	TOOL_001-O-6-21.5-20170721	NA	TOOL_001-O-6-21.5-20170721-CN	NA	soil	N	NA	1.4	-26	1.81	37.12	20.5	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
682f5018-34f5-4cb8-b70d-5010417208c5	2018-02-07T00:00:00Z	TOOL_002.basePlot.bgc	D18	TOOL	TOOL_002	distributed	2017-07-22T00:21:00Z	2017-07-22T00:21:00Z	TOOL_002-O-3-6-20170721	NA	TOOL_002-O-3-6-20170721-CN	NA	soil	N	NA	3.4	-26	1.81	32.44	17.9	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
b2a3bc44-b019-492a-bc0d-aa5e8988576d	2018-02-07T00:00:00Z	TOOL_002.basePlot.bgc	D18	TOOL	TOOL_002	distributed	2017-07-22T00:21:00Z	2017-07-22T00:21:00Z	TOOL_002-O-3-6-20170721	NA	TOOL_002-O-3-6-20170721-CN	NA	soil	N	NA	3.4	-25.9	1.77	31.72	17.9	OK	OK	OK	OK	2	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
c3bcc70f-f8f2-451c-95c0-08839fb605c8	2018-01-22T00:00:00Z	TOOL_001.basePlot.bgc	D18	TOOL	TOOL_001	distributed	2017-07-22T00:29:00Z	2017-07-22T00:29:00Z	TOOL_001-M-24.5-0-20170721	NA	TOOL_001-M-24.5-0-20170721-CN	NA	soil	N	NA	-1	-27.5	0.14	3.35	24.7	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
f0f14c9f-d0e9-4e4f-9473-fab79acca944	2018-01-22T00:00:00Z	TOOL_002.basePlot.bgc	D18	TOOL	TOOL_002	distributed	2017-07-22T00:29:00Z	2017-07-22T00:29:00Z	TOOL_002-M-3-6-20170721	NA	TOOL_002-M-3-6-20170721-CN	NA	soil	N	NA	4.2	-26	0.48	7.59	15.9	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
b70d86fa-6cf0-42a4-a036-40bf3a5259b2	2018-02-07T00:00:00Z	TOOL_001.basePlot.bgc	D18	TOOL	TOOL_001	distributed	2017-07-22T00:38:00Z	2017-07-22T00:38:00Z	TOOL_001-O-24.5-0-20170721	NA	TOOL_001-O-24.5-0-20170721-CN	NA	soil	N	NA	1.9	-26.3	0.78	21.38	27.6	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
fa198c1c-b4ad-4e1e-bbc4-776fc5f6a3a0	2018-02-07T00:00:00Z	TOOL_002.basePlot.bgc	D18	TOOL	TOOL_002	distributed	2017-07-22T01:24:00Z	2017-07-22T01:24:00Z	TOOL_002-O-28-1.5-20170721	NA	TOOL_002-O-28-1.5-20170721-CN	NA	soil	N	NA	2.5	-26.5	2.13	38.95	18.3	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
8807196c-dba6-459c-80f5-75038f561097	2018-02-07T00:00:00Z	TOOL_003.basePlot.bgc	D18	TOOL	TOOL_003	distributed	2017-07-26T08:54:00Z	2017-07-26T08:54:00Z	TOOL_003-O-0-22.5-20170726	NA	TOOL_003-O-0-22.5-20170726-CN	NA	soil	N	NA	1.9	-27.2	2.37	39.01	16.5	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
278cd4ce-c194-4767-a2a6-e427aa873cc8	2018-02-07T00:00:00Z	TOOL_004.basePlot.bgc	D18	TOOL	TOOL_004	distributed	2017-07-26T12:08:00Z	2017-07-26T12:08:00Z	TOOL_004-O-34-34.5-20170726	NA	TOOL_004-O-34-34.5-20170726-CN	NA	soil	N	NA	1.8	-26.3	1.5	29.39	19.6	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
f486cc58-96c6-4193-8803-3e3d749526a8	2018-02-07T00:00:00Z	TOOL_003.basePlot.bgc	D18	TOOL	TOOL_003	distributed	2017-07-26T19:08:00Z	2017-07-26T19:08:00Z	TOOL_003-O-5-14-20170726	NA	TOOL_003-O-5-14-20170726-CN	NA	soil	N	NA	2.4	-27	2	30.18	15.1	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
3c5fb011-53ef-4315-862b-6e7100e10fa6	2018-02-07T00:00:00Z	TOOL_003.basePlot.bgc	D18	TOOL	TOOL_003	distributed	2017-07-26T19:55:00Z	2017-07-26T19:55:00Z	TOOL_003-O-28-9.5-20170726	NA	TOOL_003-O-28-9.5-20170726-CN	NA	soil	N	NA	1.7	-26.2	1.54	26.96	17.5	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
830e9471-880b-4377-aa10-f86a4db259f8	2018-01-22T00:00:00Z	TOOL_004.basePlot.bgc	D18	TOOL	TOOL_004	distributed	2017-07-26T22:52:00Z	2017-07-26T22:52:00Z	TOOL_004-M-2.5-11.5-20170726	NA	TOOL_004-M-2.5-11.5-20170726-CN	NA	soil	N	NA	3.2	-26.9	0.21	4.13	19.4	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
6d6a0a10-db29-42ea-b089-12ddf75c7fbb	2018-01-22T00:00:00Z	TOOL_004.basePlot.bgc	D18	TOOL	TOOL_004	distributed	2017-07-26T22:52:00Z	2017-07-26T22:52:00Z	TOOL_004-M-3-22.5-20170726	NA	TOOL_004-M-3-22.5-20170726-CN	NA	soil	N	NA	1.9	-27.7	0.15	2.87	19.4	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
7b14eac8-5629-4bdc-b4dd-8da2c11425af	2018-02-07T00:00:00Z	TOOL_004.basePlot.bgc	D18	TOOL	TOOL_004	distributed	2017-07-26T22:52:00Z	2017-07-26T22:52:00Z	TOOL_004-O-3-22.5-20170726	NA	TOOL_004-O-3-22.5-20170726-CN	NA	soil	N	NA	1.5	-26.4	1.44	30.76	21.3	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod|dryingProtocolError	20221122T181448Z	RELEASE-2023
bbb4a750-0301-4e05-9d7b-a4bf7b632475	2018-01-22T00:00:00Z	TOOL_004.basePlot.bgc	D18	TOOL	TOOL_004	distributed	2017-07-27T00:52:00Z	2017-07-27T00:52:00Z	TOOL_004-M-34-34.5-20170726	NA	TOOL_004-M-34-34.5-20170726-CN	NA	soil	N	NA	1.9	-27.3	0.18	3.58	19.8	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15N, d13C, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	bEP9Ut5BMUSEVHTehx6p8Q==	L/6ZjMlRllRQ+sQbi+7sFw==	alaskaDeprecatedMethod	20221122T181448Z	RELEASE-2023
695fe866-c532-4590-a3e3-a3c5ed7ed36c	2020-01-23T00:00:00Z	BONA_071.basePlot.bgc	D19	BONA	BONA_071	tower	2019-08-26T18:43:00Z	2019-08-26T18:43:00Z	BONA_071-O-6.5-19-20190826	A00000103276	BONA_071-O-6.5-19-20190826-CN	A00000103248	soil	N	N	-1.8	-28	1.03	50.6	49.2	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	dryingProtocolError	20221128T182103Z	RELEASE-2023
4f7be05c-2837-41ad-b415-bb9deb4a01c2	2020-01-23T00:00:00Z	BONA_071.basePlot.bgc	D19	BONA	BONA_071	tower	2019-08-26T18:43:00Z	2019-08-26T18:43:00Z	BONA_071-M-6.5-19-20190826	A00000100811	BONA_071-M-6.5-19-20190826-CN	A00000103244	soil	N	N	4.4	-26.3	0.18	3.7	20.6	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	NA	20221128T182103Z	RELEASE-2023
42707faa-502f-45f5-9804-292e1b09c386	2020-01-23T00:00:00Z	BONA_071.basePlot.bgc	D19	BONA	BONA_071	tower	2019-08-26T19:34:00Z	2019-08-26T19:34:00Z	BONA_071-M-37-8.5-20190826	A00000100810	BONA_071-M-37-8.5-20190826-CN	A00000103246	soil	N	N	4.1	-25.7	0.58	11.39	19.6	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	NA	20221128T182103Z	RELEASE-2023
1a4d40a8-b39e-43ab-975b-ab287eefa7af	2020-01-23T00:00:00Z	BONA_071.basePlot.bgc	D19	BONA	BONA_071	tower	2019-08-26T19:34:00Z	2019-08-26T19:34:00Z	BONA_071-O-37-8.5-20190826	A00000103277	BONA_071-O-37-8.5-20190826-CN	A00000103247	soil	N	N	1.9	-27.4	1.4	43.07	30.7	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	dryingProtocolError	20221128T182103Z	RELEASE-2023
ec900635-d5d6-4f43-8a00-736005e9df20	2020-01-23T00:00:00Z	BONA_071.basePlot.bgc	D19	BONA	BONA_071	tower	2019-08-26T20:22:00Z	2019-08-26T20:22:00Z	BONA_071-O-39-31.5-20190826	A00000103278	BONA_071-O-39-31.5-20190826-CN	A00000103249	soil	N	N	1.1	-27.9	0.76	47.09	61.8	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	dryingProtocolError	20221128T182103Z	RELEASE-2023
36588154-46ac-48cf-86e0-878635774b68	2020-01-23T00:00:00Z	BONA_071.basePlot.bgc	D19	BONA	BONA_071	tower	2019-08-26T20:22:00Z	2019-08-26T20:22:00Z	BONA_071-M-39-31.5-20190826	A00000100809	BONA_071-M-39-31.5-20190826-CN	A00000103245	soil	N	N	3.9	-27	0.1	2.07	21.4	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	NA	20221128T182103Z	RELEASE-2023
0f4bab5e-f097-4724-8a15-5bba1dd90ba7	2020-01-23T00:00:00Z	BONA_070.basePlot.bgc	D19	BONA	BONA_070	tower	2019-08-26T22:20:00Z	2019-08-26T22:20:00Z	BONA_070-M-26-8.5-20190826	A00000100808	BONA_070-M-26-8.5-20190826-CN	A00000103252	soil	N	N	4.1	-26.6	0.4	8.31	21	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	NA	20221128T182103Z	RELEASE-2023
afc43da8-a1b8-4ecf-b09d-74bd00b088d1	2020-01-30T00:00:00Z	BONA_070.basePlot.bgc	D19	BONA	BONA_070	tower	2019-08-26T22:20:00Z	2019-08-26T22:20:00Z	BONA_070-O-26-8.5-20190826	A00000103265	BONA_070-O-26-8.5-20190826-CN	A00000103255	soil	N	N	1.2	-28.7	1.25	50.48	40.5	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	dryingProtocolError	20221128T182103Z	RELEASE-2023
5a659af6-26ec-4a9a-925c-7da86bcd78d9	2020-01-23T00:00:00Z	BONA_080.basePlot.bgc	D19	BONA	BONA_080	tower	2019-08-26T22:21:00Z	2019-08-26T22:21:00Z	BONA_080-O-5-9-20190826	A00000103279	BONA_080-O-5-9-20190826-CN	A00000103242	soil	N	N	2.9	-27.4	1.02	34.67	34.1	OK	OK	OK	OK	2	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	dryingProtocolError	20221128T182103Z	RELEASE-2023
1849501d-46f3-4023-b44c-b03580606e1e	2020-01-23T00:00:00Z	BONA_080.basePlot.bgc	D19	BONA	BONA_080	tower	2019-08-26T22:21:00Z	2019-08-26T22:21:00Z	BONA_080-O-5-9-20190826	A00000103279	BONA_080-O-5-9-20190826-CN	A00000103242	soil	N	N	2.9	-27	0.96	35.89	37.3	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	dryingProtocolError	20221128T182103Z	RELEASE-2023
de256498-e9f4-46cd-979c-852c7e3c8ab4	2020-01-23T00:00:00Z	BONA_080.basePlot.bgc	D19	BONA	BONA_080	tower	2019-08-26T22:23:00Z	2019-08-26T22:23:00Z	BONA_080-M-5-9-20190826	A00000100812	BONA_080-M-5-9-20190826-CN	A00000103272	soil	N	N	4.4	-26.1	0.35	7.62	22	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	NA	20221128T182103Z	RELEASE-2023
ffad9e59-910b-4a6c-a508-c378a45768e1	2020-01-23T00:00:00Z	BONA_080.basePlot.bgc	D19	BONA	BONA_080	tower	2019-08-26T23:09:00Z	2019-08-26T23:09:00Z	BONA_080-M-8.5-24-20190826	A00000100813	BONA_080-M-8.5-24-20190826-CN	A00000103240	soil	N	N	3.7	-26.3	0.26	5.13	20.1	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	NA	20221128T182103Z	RELEASE-2023
f081fa47-74fb-4571-adce-433bc807147b	2020-01-23T00:00:00Z	BONA_080.basePlot.bgc	D19	BONA	BONA_080	tower	2019-08-26T23:09:00Z	2019-08-26T23:09:00Z	BONA_080-O-8.5-24-20190826	A00000103281	BONA_080-O-8.5-24-20190826-CN	A00000103243	soil	N	N	2.4	-27.9	1	32.76	32.9	OK	OK	OK	OK	1	NA	University of Wyoming Stable Isotope Facility	010 EA-IRMS organic d15n, d13c, C% & N%	Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface	rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj	L/6ZjMlRllRQ+sQbi+7sFw==	dryingProtocolError	20221128T182103Z	RELEASE-2023
